"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cuba","CUB","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6804835924","14.6593559206","14.6382692479","14.6172234551","14.5962184234","14.5752540345","14.5543301706","14.5334467142","14.5126035485","14.491800557","14.4710376235","14.4503146326","15.4090789394","13.1965320437","12.4455157839","12.4656316712","11.7945856604","11.1867926279","10.6337117402","10.6337117402","10.6337117402","10.6337117402","10.6337117402","10.6337117402","10.6337117402","10.6337117402","10.6337117402","","","",
"Curacao","CUW","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.4873294347","0.9505703422","1.3914656772","1.8115942029","2.2123893805","2.2624434389","2.3148148148","2.3696682464","2.2937350223","2.216066482","2.1366024518","2.0552799433","1.9720329867","1.8867924528","1.7994858612","2.1868637358","2.2629019184","2.306805075","2.3167075497","2.9550455831","3.3304232548","3.6934441367","4.2997542998","3.2679738562","2.6444662096","2.1592442645","1.6535433071","1.4101057579","1.0791366906","2.0408163265","1.2779552716","5.7239057239","5.9440559441","6.204379562","6.1818181818","5.8823529412","","","",
"Czechia","CZE","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9133413408","60.7760472922","59.5333576376","60.108872123","60.74222668","60.9280292023","61.1227882952","61.3271675778","61.560031113","71.4129362437","61.6636314355","61.7847961572","61.9122442724","62.0464775606","61.509276133","62.3053549314","61.759393748","61.5674826396","61.6857089592","57.5598300157","62.3871657754","60.5661978661","58.50625","59.8658536585","59.3374233129","55.9748427673","54.3160690571","51.0980966325","50.7783543365","","","",
"Germany","DEU","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.9023159644","76.3013985611","75.8217019645","75.3635046846","74.7929964404","74.9093845516","75.1480596221","75.1326747071","74.4302504583","73.9653050623","71.9448609635","73.097111075","72.5100221479","72.4776443094","71.6376864284","70.9730457411","69.4975477112","70.0452614903","70.9889548367","70.0003528267","68.0250163071","65.2946471737","62.4457768266","62.6606054435","60.9065609507","61.6241789189","58.7684718732","56.5498875345","54.2996666986","54.2996666986","54.2996666986","","","",
"Djibouti","DJI","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Dominica","DMA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Denmark","DNK","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","11.1111111111","8.935128519","7.2210065646","5.8358061325","4.6931407942","3.734439834","3.734439834","3.734439834","3.734439834","3.734439834","3.734439834","7.816091954","11.3167259786","14.3521594684","17.0093457944","19.3548387097","21.3115828092","23.7775030902","27","22.2501028383","17.8429817605","17.5798817798","17.2899034189","16.9687061045","16.6109614823","16.2100554815","14.6176185866","13.9258266309","12.7653345045","12.4049817263","11.9641857862","10.6892116721","9.2678544692","8.6259079903","7.702542874","7.3314694004","6.4259046525","7.4106517169","5.5337690632","5.3970701619","9.1870824053","13.0428936399","17.8895877009","11.6888335275","8.08369774","4.2990884454","4.3443311405","3.9048982025","4.3198829463","5.4733849834","5.015720533","5.015720533","","","",
"Dominican Republic","DOM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3360739979","2.0818291215","2.7922459369","3.4697781178","4.1166573191","4.7349177331","5.5861688938","6.3439880216","7.0229572945","7.6347744471","8.1889323644","7.967502964","7.7675538439","7.5861039771","7.4206995555","7.2693023717","7.2693023717","7.2693023717","7.2693023717","7.2693023717","7.2693023717","7.2693023717","","","",
"Algeria","DZA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","6.7027027027","9.1282051282","11.3170731707","13.3023255814","15.1111111111","14.3445004541","13.6151696515","12.9204639058","12.2579746483","11.6255116389","11.0210787765","10.4428530546","9.889166197","9.3584885827","8.8494151341","8.4632994706","8.01625","7.6027718627","7.2192203335","6.8624598547","6.5297781238","6.2188170075","5.927516561","5.6540693393","5.3968828595","5.1545485665","4.9258160237","3.6219753462","2.4145385264","1.2931948272","1.8841451193","1.8256547505","1.8256547505","1.8256547505","1.8256547505","1.8256547505","","","",
"East Asia & Pacific (excluding high income)","EAP","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1644330955683","14.8310815977662","14.4089414166336","14.5108604511467","14.4263293502136","13.5850400003154","12.1129186212338","12.2191641729462","","","",
"Early-demographic dividend","EAR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74925723150294","3.71530315097069","3.6664513284362","4.19536808993449","4.29734885896547","4.02368067050032","4.04184039468721","4.02996404066441","","","",
"East Asia & Pacific","EAS","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1931504799893","14.9211763120432","14.5842221623417","14.6191008903222","14.5215403285352","13.7566149271992","12.4624087227821","12.5515443376655","","","",
"Europe & Central Asia (excluding high income)","ECA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1636058362234","9.79581548644828","9.58954468160398","10.3581457987429","9.39442553221711","9.10950984325969","9.34911548650947","9.92616301486517","","","",
"Europe & Central Asia","ECS","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0588316974396","29.935297586712","28.8212845272728","29.0442269538123","28.451827108738","27.7539507419653","27.5087523204106","28.3406278573986","","","",
"Ecuador","ECU","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1116507445","4.4096049966","4.7007290135","4.9852549958","5.2634047369","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","5.5353901996","","","",
"Egypt, Arab Rep.","EGY","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3484573503","7.92239927","7.5236121492","7.1487826396","6.79652878","6.4648706282","6.1520531939","5.8565153734","5.4857802801","5.125284738","4.7746103075","4.4333610418","4.1011619959","3.7776578521","3.4625116527","3.1554036287","2.8560301181","2.5641025641","1.6748080949","1.6597510373","1.6438356164","1.6326530612","1.6238159675","1.6271186441","6.9677419355","6.9677419355","6.9677419355","6.9677419355","6.9677419355","","","",
"Euro area","EMU","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.5666976870692","43.3576950577984","42.0596786665334","42.4281348929376","42.1568288301872","40.8694565978081","39.9694096631118","39.9610277621553","","","",
"Eritrea","ERI","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9250120948","10.212929426","6.2989752863","2.9962026489","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","0.1718213058","","","",
"Spain","ESP","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9966849865","24.5474517494","22.9754537368","21.2644018893","19.3949920394","17.3441734417","17.6541198271","17.9706454857","18.2939621533","18.6242907501","18.9618618833","19.3069163849","19.4783332388","19.6435702412","19.802955665","20.2677893574","20.7235285933","20.5614498012","20.8216723471","19.8495766055","19.4073992178","18.2582295561","19.0963752907","18.7146863387","19.344764933","19.1026628992","17.9361916978","19.9771000634","19.2962162491","19.2200291934","19.1089330899","18.5784541769","19.439627325","19.1976586969","18.9524465886","18.9524465886","","","",
"Estonia","EST","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6653992395","87.1562405561","89.3565282454","92.9307805596","92.6926506263","92.4632417141","92.2420833539","92.0287383187","91.8227997393","91.8413697717","99.5644836409","91.6292294675","90.5947823911","94.3425239812","94.7327096906","82.3504739535","95.4571106837","95.0432472531","96.4628154954","96.5822453131","95.9534028204","96.3077318203","96.2356498109","96.0045063515","96.2642136809","96.4217961106","95.8447642322","91.761408809","92.0512796554","92.2929388833","","","",
"Ethiopia","ETH","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3778337531","0.4905912916","0.5789419272","0.6500362545","0.6304460229","0.6119767142","0.5945706948","0.5781726207","0.5626226765","0.5478872567","0.5339039961","0.5206167377","0.5079747793","0.4959322264","0.4843601896","0.484447436","0.484447436","0.484447436","0.484447436","0.484447436","","","",
"European Union","EUU","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0459873081059","46.98813785893","46.0293468377332","46.353191299625","45.7606174240765","44.5393236952516","43.37582983144","43.586208438579","","","",
"Fragile and conflict affected situations","FCS","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80270545115246","5.5419137073196","5.57488816284396","6.54445113072955","7.10213266975007","6.53110200988112","6.06245673374348","6.42968597263888","","","",
"Finland","FIN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.0822326374","81.3095039252","81.5278801277","81.737873434","81.9399574502","82.1345707657","82.1345707657","82.1345707657","82.1345707657","82.1345707657","80.6527523312","80.4905819903","80.3256700165","80.1106796285","79.8922521033","79.6703043504","27.0580951566","77.1141871462","75.9098584507","74.7164641738","73.5338560738","72.3618885765","70.9148552959","69.4921327904","68.7434445707","67.5623800384","65.2173913043","65.2173913043","71.4285714286","57.1428571429","57.1428571429","57.1428571429","","","",
"Fiji","FJI","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","18.292959022","16.9436562627","15.8503026968","14.9463806971","14.1865844256","13.5389888603","12.9804495279","12.493777999","12.0659417748","11.6868798236","11.3487013664","11.0451306413","10.7711138311","10.881709983","10.9906001446","11.0978234872","11.2034179919","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","11.3074204947","","","",
"France","FRA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","70.2493551161","70.6749949627","71.0873963582","71.4871674675","71.8748797661","72.2510707653","71.8683061251","72.2062160577","71.7749861129","71.3008079936","70.7769293411","70.1951040285","69.545154911","68.7089106367","67.914125804","67.1577917711","67.3470634969","68.3103160627","66.2360862993","67.3701776774","68.6723155502","68.0904446661","69.3816468191","71.5489663238","69.5878098448","69.6339841836","71.7176408147","70.4486334319","69.5953161248","72.9017840788","70.0206288234","68.6523696055","69.0714762859","69.1599077634","67.6014244044","64.3373208255","64.3373208255","","","",
"Faroe Islands","FRO","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","20.207068904","18.654230513","17.2962847331","16.0987074031","15.0346740638","14.0830267998","13.2268530072","12.4524714829","11.7486958494","11.1062906725","10.517563916","9.9760574621","9.4763092269","9.6243753023","9.7637302457","9.895120839","10.0192108763","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","10.1365923796","","","",
"United Kingdom","GBR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.1763778237","41.1954659286","38.1280505312","34.5682590709","29.3111787635","24.2633472722","11.9784449577","14.0138611535","13.4258690579","15.4151669356","11.0740344149","8.7503254361","13.6596055515","13.0472193908","11.9450852417","11.5019302653","11.9952494062","11.9952494062","11.9952494062","11.9952494062","11.9952494062","11.9952494062","","","",
"Georgia","GEO","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8959220989","18.2016214452","17.4316008355","16.5727589068","15.6087868418","14.5191228222","13.2774689731","11.849641198","10.1903734382","12.4620937612","14.7835179139","17.1562951723","19.5821485969","22.0628792057","22.0628792057","22.0628792057","22.0628792057","21.023503242","19.9495386064","18.8392295055","17.6906992633","16.5019397361","15.270799595","13.9949713326","12.6719768284","15.0465977461","16.2781151249","20.7208009465","20.5355199187","20.1891881813","","","",
"Ghana","GHA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","13","12.6626730014","12.3697414126","12.112982075","11.8860845839","11.6841257051","11.503208066","11.3402061856","11.192584394","11.0582639715","10.9355246523","10.8229305539","10.719273743","10.6235307288","10.5348285529","10.4524180967","10.3756528726","10.3039720307","10.2368866328","10.1739684853","10.1148409894","10.0591715976","10.0066655557","9.9570606822","9.9101229896","9.8656429942","9.8234325902","9.78332239","9.7451594533","9.7088053374","9.6741344196","9.4140963706","9.1676718938","8.9338192077","8.7116001834","8.5001677665","8.2987551867","8.1066666667","7.9232693912","7.747986543","7.5802912428","7.4023570663","7.2215887495","7.1021399869","6.9804180903","6.6042162707","6.4864126724","6.4864126724","6.4864126724","6.4864126724","6.4864126724","6.4864126724","","","",
"Gibraltar","GIB","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.972972973","3.3420104473","3.7238791407","4.1192600939","4.5288834125","4.9535327662","5.3940503931","5.8513426752","6.3263863632","6.8202355407","7.3340294325","7.8690011777","8.4264877111","9.0079409186","9.4937390119","9.2718363834","9.0662944434","8.8753681337","8.6975520497","8.4961591437","8.305816931","8.1256401502","7.9548356373","7.7926906528","7.6385629401","7.4918722231","7.3520929056","7.2187477791","7.0914025794","6.9696612622","6.8531618892","6.7415730337","6.7415730337","6.7415730337","6.7415730337","","","",
"Gambia, The","GMB","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","2","5.6052864637","8.1831989718","10.1181162755","11.6239316239","12.8291385308","13.8155838357","14.6378739808","15.3338372386","15.9305080284","16.4477204477","16.9003557808","17.2997976294","17.6549024962","17.9726641659","18.2586789555","18.5174781523","18.7527698639","19.226519337","19.5858498706","19.9283758163","20.2552490737","20.5675186154","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","20.8661417323","","","",
"Guinea-Bissau","GNB","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6144578313","4.3082021541","4.4522261131","4.514510928","4.5492603963","4.5714285714","4.5714285714","4.5714285714","4.5714285714","4.5714285714","4.9325842697","5.2817679558","5.6195652174","5.9465240642","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","6.2631578947","","","",
"Equatorial Guinea","GNQ","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13.2459970888","13.4668508287","13.6662286465","13.8471177945","14.0119760479","14.1628440367","14.301430143","14.4291754757","14.5473041709","14.6568627451","14.7587511826","14.8537477148","14.9425287356","14.9888143177","15.0326797386","15.0743099788","15.1138716356","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","15.1515151515","","","",
"Greece","GRC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","2.6848776837","2.6848776837","2.6848776837","2.6848776837","2.6848776837","2.6848776837","3.045179845","3.3928979235","3.72867988","4.053129941","4.3668122271","3.9052170569","3.5304429612","3.2201003939","2.9588888935","3.0203298567","2.6939453025","2.9415484781","2.6722946698","2.6919635583","3.0167801036","2.700963951","2.6900517539","2.5477290944","2.4199056533","2.3044052999","2.3342557257","2.5324909097","2.4352962243","1.6613271185","0.8908685969","2.1616709217","3.3801676065","2.8568763264","2.3355421406","1.8161540904","1.2987012987","1.2682435833","1.2695214106","1.2705455279","1.2716996367","3.364246251","3.3550424314","3.240466311","3.173504696","3.240466311","2.9047288589","","","",
"Grenada","GRD","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","",
"Greenland","GRL","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8705913741","18.6850926628","18.5234751353","18.3814059845","18.2555407749","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","18.1432568214","","","",
"Guam","GUM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4794520548","0.497470489","0.5149501661","0.5319148936","0.5483870968","0.5643879173","0.5799373041","0.5950540958","0.6097560976","0.7435493402","0.8798965997","1.0188717125","1.1605513886","1.3050153531","1.3251055538","1.3458239873","1.3672005898","1.3892672296","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","1.4120578667","","","",
"High income","HIC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2204644341377","40.4985148430876","40.1101241554634","40.0082415449034","39.9213836282759","39.6967555152688","39.5076443921291","39.4625653640725","","","",
"Hong Kong SAR, China","HKG","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","7.0939639079","","","",
"Heavily indebted poor countries (HIPC)","HPC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83678184582707","1.81717654788723","1.80345756797379","1.79758638464997","1.77005309783276","1.76160526382328","1.76165911174385","1.76158605455098","","","",
"Croatia","HRV","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9503051439","12.1896004481","14.2416609778","15.9629535062","17.3493975904","18.7214712079","20.8335188566","21.0777922642","46.5936122085","47.7499183115","50.4031040477","49.1601481244","52.6214452833","50.3878232964","50.8637854347","47.2311137311","47.53831059","48.445336008","49.504950495","48.502994012","","","",
"Haiti","HTI","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5510766405","0.4923892716","0.4415985869","0.397211246","0.3580881208","0.6104750466","0.8583034856","1.1016958324","1.3407701384","1.5756403032","1.8064162556","2.0332041249","2.2561064037","2.4752221024","2.6906468959","2.9024732627","3.1107906176","3.315685437","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","3.5172413793","","","",
"Hungary","HUN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","55.9395973154","56.5298953756","57.0512364559","57.5150367939","57.9303243886","58.3043324759","58.3043324759","58.3043324759","58.3043324759","58.3043324759","58.3043324759","57.4845728549","56.7582590589","56.1102745876","55.5285966017","55.0035430281","57.8292267258","60.5583281009","63.1957157474","65.745936441","68.2132412966","70.6016094165","72.9147693041","74.167538847","75.5276668568","77.0095715642","78.6303740184","78.6011652251","78.5708739651","77.7399301341","73.7258949305","73.4547175082","73.5877755826","73.9747889441","75.0964825868","79.3111574368","79.868046292","80.2911433941","80.136011387","79.9746868427","79.8067914208","79.6319153198","79.4496139378","78.4053300819","75.2815089351","73.258458254","76.3323676829","74.99464786","75.8008457314","74.0035290991","74.1261593954","74.1261593954","","","",
"IBRD only","IBD","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8184516148481","11.3741093249581","11.1061535541966","11.140643757121","11.0519358337606","10.5598224373029","9.86093406470214","9.99084957428451","","","",
"IDA & IBRD total","IBT","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1855833393308","9.79156397483266","9.59418201484121","9.68130687832043","9.60257152520155","9.24988813958165","8.62348807203541","8.56160514887119","","","",
"IDA total","IDA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29689230226302","2.25451990228286","2.29702161602423","2.61521278437594","2.51421830544598","2.54242116436438","2.51982882363847","2.33075226588853","","","",
"IDA blend","IDB","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23445591370991","2.16943048302361","2.27253151598097","2.24278526948607","2.24309602917432","2.29231743179115","2.21503793351491","1.94578729669454","","","",
